Drift detection times
27.251245975494385
27.237597227096558
27.111563444137573
27.00451636314392
27.28725814819336
25.87709140777588
26.64632511138916
26.552233934402466
26.641485929489136
26.735500812530518
26.861180305480957
26.551740169525146
25.87175416946411
26.2285258769989
26.38906502723694
26.49843692779541
26.626661777496338
26.506529331207275
26.321212768554688
25.700586080551147
