name_email_similarity,prev_address_months_count,current_address_months_count,days_since_request,intended_balcon_amount,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,credit_risk_score,session_length_in_minutes
0.11870317646145287,0.10095003063408999,0.11456175672678684,0.015712820562296448,0.09204985038441596,0.015552362449108941,0.06830431939968067,0.03182174851846232,0.04572866571448427,0.04780424036368304,0.20454806198229475,0.038970400567635795
0.11650190123715201,0.1078119132437146,0.10363561888967512,0.02376923106450089,0.0885399444038035,0.036140050718260444,0.03192231964518223,0.03403452106327621,0.030401851717281676,0.061677841030059376,0.20297877975158723,0.029845751194751264
0.11484081027351416,0.10084924415870271,0.1130743101018816,0.024549962578818217,0.07574814886610533,0.03434199039125939,0.05000513235308339,0.04533569892826617,0.017052334783263755,0.045958185205288916,0.20034004012972367,0.023829212252357165
0.10147703883261538,0.11635122894158459,0.10434408464879094,0.02416974581822471,0.09963166976819453,0.01190388291368149,0.05101018260024374,0.0306885555666427,0.03620291743414018,0.054645021436627285,0.20006359015589853,0.02749155694057297
0.10384300344062276,0.10831320240403688,0.11875812690012826,0.03711476760400255,0.09263507011475329,0.022387560830824483,0.05005682773572199,0.04318380570399601,0.03401264694682903,0.056564308485899384,0.20362118861358516,0.028004690219518468
0.10804551602371348,0.09602563703654407,0.11028656748846186,0.020221946269364088,0.08490278659919492,0.021420185064871606,0.05544108477169688,0.039087757117894244,0.04105090588363182,0.048021390493116836,0.20908540199379538,0.03247561365461353
0.10555170674889185,0.12715430158984198,0.1257102008713859,0.01634244632361286,0.07361590560992949,0.02144919707327043,0.04006190862198835,0.03493086315102266,0.022817885747185164,0.03953576327120746,0.22702208317297776,0.021602839438508818
0.10420397811416988,0.09531814408055388,0.1154627858478628,0.017359190972968223,0.06684863571563703,0.03166515809323714,0.046878032404796585,0.035859238808584784,0.03692755980837928,0.055011878429779136,0.21149338407880808,0.027976403087264828
0.11456942156786427,0.10559600862470393,0.12177148717908715,0.03497451908072348,0.07279215633001844,0.017484102088740204,0.036163176041495645,0.0276936464536441,0.031169873960124956,0.045277525158918024,0.20610794777582928,0.024570792033110973
0.10705613066316462,0.11877693627141606,0.12015185260785459,0.01580532531387282,0.09391256378042472,0.027142772401042774,0.06672616894210148,0.041967697968323,0.02826099745295555,0.04222182000043116,0.19136190781604326,0.03818981068447916
0.10621385300561863,0.10398011176975305,0.11892077874776345,0.012740325125268907,0.10642389757604795,0.015554720045567901,0.033150475687756045,0.03410699747630119,0.03052403581106437,0.06328187906192212,0.1914353949175886,0.029041756016510906
0.12560951138497434,0.09885635030924542,0.11881164767863021,0.019333973693809552,0.08269234956802896,0.02044395964306108,0.027002483475850308,0.026259106946725563,0.040901604677252894,0.045679277096225754,0.181095387610084,0.02493679225048074
0.12988030762740618,0.10568302132559877,0.11871879035236865,0.015717472867955214,0.08793337045690049,0.012669740472835858,0.05458205068859941,0.03677909973992129,0.044839003660395275,0.03810993077120951,0.22334098027286564,0.033351531485986324
0.10721488022576772,0.0889885021039996,0.11076907733300052,0.020063991815031282,0.09418121470070336,0.023961548482672422,0.05536519577326614,0.021288666891082327,0.039872202312322816,0.04672669421284044,0.21203482177250393,0.02690275796329202
0.09553407005878972,0.10777453267214723,0.11501860854791521,0.014610223497762819,0.1050496904230358,0.02319347935839027,0.05829396134404631,0.028589082633162753,0.03659051993976784,0.050567127916559075,0.21894116000351532,0.03298541727431162
0.12907770848886643,0.11627385988891872,0.11574520897533294,0.020628066453795967,0.10376180230773027,0.02192685357932622,0.03660545281397202,0.031168503634107697,0.028226072502581474,0.050425536657634454,0.203510400762441,0.0264600056246717
0.10875592871442877,0.08837068271905964,0.10620111558399006,0.022996206692718332,0.09794298350182842,0.010821738310867812,0.048960276179933364,0.0337875634428166,0.04771161865816588,0.05576581385199723,0.19984167271068526,0.03311907467139254
0.11618953621668864,0.09758277728854366,0.11389051058771657,0.01998821073665896,0.0869586153173685,0.022110710294795076,0.03136886361997369,0.028089299283320525,0.028815830357123106,0.05766264479342442,0.20645752732239703,0.0352904378699436
0.126740325736611,0.09331540436957472,0.11766413540919089,0.013068310970427734,0.08414533781698177,0.024005229267545572,0.04347928290013793,0.045724338073439355,0.04503865159771038,0.03648935314944604,0.2064188638675525,0.026612111239517733
0.12548844229618333,0.10886652938992473,0.10937195061085078,0.020255329714406516,0.08950883735224228,0.02823306162233376,0.040357772193344896,0.03383934468043955,0.038282632066968345,0.024518049150632104,0.19389050083472265,0.030455700262279624
0.09620516285674471,0.10933881378165962,0.11184909354440857,0.021867287780098152,0.08308285921446837,0.038236875586722514,0.04741086986593761,0.028954412538496427,0.035492872512581514,0.042179411622226264,0.21122353900163557,0.035035291446961735
0.12345369667436279,0.10994804632355604,0.12693597685497873,0.03022479510501075,0.0908420978386342,0.024877938501849994,0.06014950269666428,0.050511027913578886,0.050219998225871844,0.04961389781994134,0.2104943440759092,0.021957205208917734
0.12159465844495583,0.11377983816831314,0.130360234136973,0.02544951736306177,0.08909497893302301,0.009069517580245805,0.03933750243172033,0.039165988423254285,0.03812533433692357,0.04819119388911418,0.22352316508998887,0.027025063083432315
0.11846151910374088,0.10378500162001343,0.12293656987445718,0.014488805119319492,0.09363723906573115,0.039594440027219714,0.03211719519713287,0.02679417541202263,0.022244828042287675,0.04934241339935238,0.22164909595464627,0.03288792052680959
0.10202093437331186,0.10780850370291542,0.09855800771970036,0.012652518332028495,0.08689055081061078,0.018837034270797807,0.06603701946616299,0.03919034432227553,0.050078984987829166,0.05610453322323643,0.21199457972986693,0.02849417185044602
0.07664222356202174,0.09160578967771628,0.11157811605306009,0.05847238052854027,0.1568047069172617,0.5619473298516015,0.6277347225466061,0.8014786983437305,1.457305159922636,0.1226159408862683,0.27938892756673434,0.11136111210016371
0.07802693776817066,0.13580871757547303,0.11404700837755363,0.07491090770700425,0.16713541271595533,0.5932014370048306,0.6295347089563647,0.7938342792651666,1.4488110256590374,0.12704467184996465,0.29863432586244454,0.11378703525021942
0.07862133968262142,0.0905088090442165,0.1124236189826631,0.08097500731330545,0.16875626201377,0.6030464555251724,0.6296228700387505,0.7988871485012522,1.4638536598580174,0.12114136586360816,0.301963646019405,0.09210387818441698
0.07129338451457093,0.08306020777506848,0.11159460912060921,0.07894057231185013,0.16032187371796847,0.6053474332634414,0.637508114782738,0.804256941372085,1.4739718297886764,0.10352478493928552,0.2866358333146001,0.09090383889782702
0.0745730178826054,0.09302132124461399,0.12053950638181646,0.07820433777575553,0.14082936000025667,0.5775365659820579,0.6250078863804156,0.7852715645826513,1.4586145877942378,0.12372340021223618,0.2873764981738971,0.10918093224270811
0.0776349432113685,0.08432988979474994,0.11575678687312656,0.07610549577075802,0.18168401469268683,0.5768343700350421,0.62836199702004,0.798369624926094,1.4587448764025814,0.09900512690488297,0.2964600246882158,0.09520165655248465
0.07616782017130272,0.0769812396675056,0.11747580182736932,0.07556364664946667,0.1779373133820083,0.5746068005964102,0.620403350000476,0.7872742684881653,1.4558667712978028,0.11696929343694148,0.29258514885664794,0.10965682801070224
0.07805888793497819,0.07690914741886308,0.12036590386050727,0.080921435093769,0.1764920341711451,0.5651186110012223,0.6331434972612562,0.8007310894337945,1.4457900278541032,0.09889186699305312,0.28519610407743523,0.08434881969599692
