Drift detection times
26.671903371810913
26.23656702041626
26.6769278049469
26.758593797683716
26.53065299987793
26.60565733909607
26.28592586517334
26.7027268409729
26.481475114822388
26.37107276916504
26.395071744918823
26.47030520439148
26.544870138168335
26.433112859725952
26.432495594024658
26.500932216644287
26.602936267852783
26.30177092552185
26.964393615722656
26.397728204727173
