name_email_similarity,prev_address_months_count,current_address_months_count,days_since_request,intended_balcon_amount,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,credit_risk_score,session_length_in_minutes
0.11608220778867515,0.09710425790189296,0.11928932570719326,0.01325166404057008,0.09048562980299393,0.013654612854720896,0.06691078456204251,0.032371994252224694,0.04717802018037699,0.042451135721657554,0.20000372501924352,0.03479284285755758
0.11328814210189923,0.10388790970620192,0.10806967034800678,0.025279981300996724,0.08699950373996493,0.035011308829545576,0.030492662391852905,0.03406769676753792,0.03187909474994307,0.05477289487547336,0.1984378638171541,0.026458923764357593
0.11292703785713272,0.09699057396579176,0.11623813432575456,0.021837287606308785,0.0742596908521633,0.03325703281680441,0.048520621933779595,0.04580106499572882,0.01840673876259307,0.03919286964496086,0.19579200780612122,0.019779238983951335
0.09910933318031927,0.11230812044514411,0.10903921414287895,0.021601393910311743,0.09809613871561028,0.012836480798772093,0.0495376008528096,0.03103347754019962,0.03767721148116894,0.04788739393749174,0.19552467651620334,0.026506596898254846
0.10084520049490939,0.10438731564596675,0.12139233850024563,0.03402237637786674,0.09107382515517393,0.02032567960143173,0.048539151813545726,0.04412632623542796,0.0359548877575292,0.050344452734207054,0.19902470006955592,0.02428198648677292
0.10520643775592123,0.092231052348522,0.11348778054797619,0.021696583142706605,0.08340242312326149,0.020075640584243503,0.05395940930386058,0.03997433627432886,0.04273288010838636,0.04123118233661836,0.204558442507793,0.02753377923440335
0.10315732509880537,0.12303570291647012,0.12918243549249236,0.01440321595674005,0.0722269899588924,0.01938910291735239,0.038591107867628635,0.03434526141655582,0.024416763794048932,0.03281319364788359,0.2224828321032654,0.02143058531043702
0.10141392990345047,0.09148496266100553,0.11971727315853084,0.015402820596674655,0.06537323024911056,0.029483656940878615,0.045414635470018457,0.03640778114094481,0.03844337856990897,0.04842219399253392,0.20694439795364059,0.02349164533662098
0.11200841305447548,0.10169892165371737,0.12225830006389315,0.03192724695339956,0.07139505106731972,0.016325294242676903,0.0347983080646984,0.027723255452174984,0.032686237374878094,0.038516452243739466,0.2015582557410705,0.020126102634805864
0.10382625011731021,0.11474221772401665,0.12492435412371569,0.015691496176922993,0.09234124348388734,0.02488969396451535,0.06530233162608261,0.04286767184513589,0.02997299746529688,0.03703130610203184,0.1868397470035444,0.033773351425454526
