Drift detection times
60.628340005874634
58.29806089401245
59.20626640319824
60.07805871963501
59.828367948532104
60.060163497924805
60.08573579788208
58.687143325805664
59.43651866912842
58.419821977615356
59.15787148475647
59.00854468345642
59.73194599151611
58.74776268005371
58.427412271499634
58.925352573394775
58.726584672927856
59.409048080444336
58.3727662563324
58.86966323852539
